1.00000	1.84957	9.45997
1.00000	3.91215	14.75339
1.00000	1.61764	7.41891
1.00000	5.02285	-5.21145
1.00000	2.59788	15.89004
1.00000	5.92966	-41.98602
1.00000	3.18528	18.46994
1.00000	4.44279	7.66878
1.00000	4.18232	11.73973
1.00000	3.06689	12.88978
1.00000	3.53716	15.25639
1.00000	4.48392	7.29043
1.00000	1.72754	8.12556
1.00000	0.3803	-7.14089
1.00000	0.88575	0.3916
1.00000	3.64915	17.11563
1.00000	1.89589	6.72718
1.00000	4.85478	-2.08287
1.00000	1.96759	7.77223
1.00000	0.41919	-10.19396
1.00000	5.1232	-10.31305
1.00000	5.4946	-17.19061
1.00000	3.99316	12.28764
1.00000	3.36548	19.6485
1.00000	5.73461	-31.75198
1.00000	0.71501	-1.91473
1.00000	3.31009	19.26753
1.00000	5.14716	-7.23726
1.00000	5.46743	-18.70479
1.00000	1.75207	5.82987
1.00000	5.98157	-45.13956
1.00000	1.5673	6.56887
1.00000	5.73674	-29.74772
1.00000	5.53549	-23.36285
1.00000	2.75084	15.51612
1.00000	4.41919	6.98017
1.00000	2.63225	16.68706
1.00000	5.95554	-45.71646
1.00000	3.95402	14.75707
1.00000	1.05026	2.11607
1.00000	1.80733	4.35807
1.00000	3.57947	19.76366
1.00000	4.41369	5.76874
1.00000	5.87237	-37.74279
1.00000	1.16521	-0.50539
1.00000	5.41287	-19.017
1.00000	4.90298	1.68829
1.00000	1.13474	-1.39508
1.00000	2.36105	12.36491
1.00000	0.60966	-4.79115
1.00000	2.58357	16.27288
1.00000	3.01539	15.09371
1.00000	1.57923	4.85078
1.00000	4.04019	11.99152
1.00000	3.86628	17.10755
1.00000	0.64945	-2.09
1.00000	2.84047	18.28776
1.00000	2.77734	15.82644
1.00000	0.58429	-3.82924
1.00000	3.6672	16.5903
1.00000	2.83827	15.41059
1.00000	3.28643	14.65672
1.00000	3.39911	15.14698
1.00000	5.73889	-31.61498
1.00000	4.4586	9.9099
1.00000	4.38775	11.36211
1.00000	0.79603	-1.905
1.00000	3.72618	18.91801
1.00000	2.68821	16.75947
1.00000	5.47073	-20.1264
1.00000	3.85469	17.01885
